,r,id,dist,initial,passes,residence_time,insertion_step,avg_r_dist,burnup,integrated_flux_pebbles_thermal,integrated_flux_pebbles_thermal_unc,integrated_flux_pebbles_thermal_rel_unc,integrated_flux_pebbles_fast,integrated_flux_pebbles_fast_unc,integrated_flux_pebbles_fast_rel_unc,integrated_power_pebbles,integrated_power_pebbles_unc,integrated_power_pebbles_rel_unc,922350,922380,942390,942410,541350,551370,discard_step
12447,3.0,17084,46.35015120107054,1,1,64.8,0,19.65907952333956,78.90332678278457,1.4596365979628187e+20,2.8552277991677184e+18,0.01956122368507815,7.2774747576937144e+19,2.1004726094957268e+18,0.028862657438627547,3530421002.8748713,221974904.55180535,0.06287491049114201,0.003726346124880399,0.01921172545585142,3.038675998140513e-05,3.875980881489288e-08,3.5036786039665465e-09,1.3894092614079653e-05,6
12556,3.0,10138,61.3872587251126,1,1,64.8,0,41.34964406069698,73.92574892391298,1.3759293819587946e+20,2.846318753732656e+18,0.020686517717069114,6.5454555743266914e+19,2.0372194651155484e+18,0.03112418138022593,3499383010.828547,228342759.72558442,0.06525229133792926,0.003728169285147319,0.019218896975483474,2.3755749920143428e-05,4.6861831083032643e-08,8.415209028538575e-09,1.379220796721405e-05,6
12559,3.0,16013,46.939899178535526,1,1,64.8,0,25.388665050024834,79.50220245107748,1.3841120316182438e+20,2.717998994259689e+18,0.019637131476141583,6.9099799251067494e+19,2.0095536506672832e+18,0.029081902877398567,3208168266.995191,210956124.17782855,0.06575594127904413,0.0037491979183450876,0.019217218980734807,2.547170750954874e-05,2.6829508229275157e-08,3.366644755764289e-09,1.2633656268339359e-05,6
13031,3.0,14886,51.52160539168537,1,1,64.8,0,32.75758169744269,76.60183209794563,1.4270449352646327e+20,2.856426089139985e+18,0.020016371023455447,7.015328221362595e+19,2.060678442849085e+18,0.029373941999948753,3361580143.133058,217248232.38174477,0.0646268192729343,0.00373739797613634,0.019210686795262524,3.148602322835748e-05,6.584852428652197e-08,3.4467297096200957e-09,1.3249169203953725e-05,6
13176,3.0,9998,65.20126598277736,1,1,64.8,0,45.27938473881682,78.67683985108876,1.4049764292462051e+20,2.9425295961190415e+18,0.02094362250402849,7.229842404286927e+19,2.148564484094273e+18,0.029717998871182642,3419514541.24759,229207866.9363763,0.06702935875007308,0.0037338900662570356,0.01921649279341839,2.5944094653302683e-05,2.6784528320319342e-08,1.7983860229639694e-08,1.3479731442899524e-05,6
13179,3.0,12554,54.92793519173416,1,1,64.8,0,36.614336676841845,74.92259652012343,1.2842508548021002e+20,2.672151826845672e+18,0.020807086223488976,6.559015311695527e+19,1.953928856411456e+18,0.029789972481499803,3193576406.136365,206267971.7460903,0.06458839417455375,0.003750727745373291,0.019218005214900014,2.4895859606289034e-05,2.033150988779555e-08,5.997199510040839e-10,1.2601560151809328e-05,6
13641,3.0,3037,97.92546981237224,1,1,64.8,0,43.76397056846889,79.27502298641468,1.2409426826189424e+20,2.7338546272047493e+18,0.0220304665597858,3.893442386584515e+19,1.5363641140467087e+18,0.039460301745840635,3273495897.352978,219802851.94332802,0.06714621274493288,0.0037460573167598316,0.019227530423163563,1.5890726417247123e-05,5.8279119215649875e-09,7.48308389832951e-09,1.2898227277683374e-05,6
13758,3.0,12162,54.82321058064487,1,1,64.8,0,37.81637752530717,74.76761447670076,1.2439700502580476e+20,2.636647612149044e+18,0.021195426783804813,6.120469255169745e+19,1.8529704439667625e+18,0.030274973481839218,3031678149.007136,208260422.95860237,0.06869476663504236,0.0037628743302119106,0.01922220699397389,2.10024795639022e-05,9.923317202270856e-09,4.959734439894061e-09,1.1923837433063025e-05,6
13847,3.0,17129,53.338859968139104,1,1,64.8,0,27.234509703222724,80.86028868182478,1.6135801380138005e+20,3.106807065323018e+18,0.01925412312739094,8.65898440791977e+19,2.390848769913234e+18,0.02761119153565505,3814161696.9347496,240204007.3977159,0.0629768810249329,0.003704589685845597,0.019206966572142214,3.433770161497599e-05,2.9302164455394296e-08,2.015378160644723e-08,1.5033351033248627e-05,6
13850,3.0,13285,50.30756813042725,1,1,64.8,0,34.10975131015926,72.46557114262595,1.2814150679515714e+20,2.5887867603175834e+18,0.020202562191311935,6.400027234732653e+19,1.881214867139706e+18,0.029393857215644952,3113137699.2994184,207073919.83976707,0.06651614539452176,0.0037558136285408966,0.019217712899160876,2.5151083131751405e-05,1.2710180041335599e-08,6.053723483088525e-10,1.2272218559312645e-05,6
13920,3.0,9548,65.9486213260758,1,1,64.8,0,45.01451347745139,80.88349908240386,1.4301390660657802e+20,2.978870877366329e+18,0.020829239254060862,6.9600718812861596e+19,2.1193246461882422e+18,0.030449752277509665,3495462371.4120417,237374656.34331903,0.0679093725295713,0.0037287431283351156,0.019217240486473525,2.457091892402064e-05,1.255055215034406e-08,2.1379880986140548e-08,1.3777630703353707e-05,6
14730,3.0,14225,48.47515124275774,1,1,64.8,0,29.92552487425806,77.49079932614782,1.3024803228373485e+20,2.6464371822336425e+18,0.020318442711430698,6.640219553300939e+19,1.929036162735288e+18,0.02905078886700876,3056939650.138499,205984226.16446364,0.06738249679058311,0.0037604172423365218,0.019219486713803132,2.3537805250861463e-05,7.759336365030832e-09,1.6994376400032685e-09,1.2048444015554671e-05,6
14777,3.0,16902,49.06974325408768,1,1,64.8,0,23.48726148834069,77.32413176913312,1.587755267550864e+20,3.039346079944491e+18,0.019142409047917867,7.361114709314579e+19,2.1231933625968054e+18,0.028843367430617092,3840905099.8743215,237170325.58057797,0.06174855129545857,0.0037021022771365803,0.01921240888339488,2.947794516126391e-05,2.6008683778811163e-08,6.437641633750703e-09,1.5104246824851918e-05,6
14988,3.0,8756,66.09764691801435,1,1,64.8,0,42.32697899555401,73.57483288766454,1.2866110271822648e+20,2.749865883845842e+18,0.021372938873904804,6.078903298403326e+19,1.919675951059743e+18,0.03157931384702174,3101156563.074319,214902903.76714545,0.06929766343499354,0.00375868417228025,0.019221920803200333,2.1158285902666213e-05,2.6756384813922798e-08,1.0342447197224607e-08,1.2223369841740173e-05,6
15025,3.0,11682,53.182774097346574,1,1,64.8,0,35.16195702937646,74.30316705767413,1.2944766373573581e+20,2.6590113073934904e+18,0.02054120739345127,6.54855969195192e+19,1.9089362345505956e+18,0.02915047467455552,3268467873.2738156,211448260.04335895,0.06469338792416054,0.0037457277127676794,0.019219364228021063,2.365642114900893e-05,2.150561182970398e-08,4.844345844220974e-10,1.2872291686562907e-05,6
15367,3.0,6558,78.44226552766807,1,1,64.8,0,44.528081959759376,73.02470293121569,1.3406514154064978e+20,2.8365119886596797e+18,0.02115771449657272,5.953181095436035e+19,1.9677040021444436e+18,0.03305298412059009,3402650520.923664,229348341.29185548,0.06740284959667203,0.0037356172087443505,0.019220696393310498,2.2328837832697053e-05,1.019973861270728e-08,1.2219819398625992e-08,1.3422145025983206e-05,6
15390,3.0,15523,45.02404795590862,1,1,64.8,0,25.25573284937203,72.61443885151364,1.3034105488647882e+20,2.5784617144969236e+18,0.019782421714651974,7.1301300794034495e+19,2.0236462891256678e+18,0.02838161809938506,3135623507.151677,205711988.4248137,0.06560481127776636,0.003756040756043166,0.019217110064603415,2.5767348021725776e-05,2.4593324375599616e-08,5.849268057897694e-10,1.2324183455733848e-05,6
15898,3.0,13234,47.096080655905,1,1,64.8,0,30.293907125012318,77.81333804694118,1.3267186382681075e+20,2.718777058080452e+18,0.020492491623013087,6.94790608082606e+19,2.0225765854549002e+18,0.029110591909648112,3171684919.1788945,204697230.85098585,0.06453895518221248,0.0037528000002617916,0.01921956814972693,2.3329569827669943e-05,2.66396171055847e-08,1.2684486721708358e-09,1.2486981794924489e-05,6
16110,3.0,11735,59.11182474837726,1,1,64.8,0,39.63091239935484,80.94182772406832,1.4411844989660352e+20,2.9028370457895004e+18,0.02014202239804907,7.042331136110333e+19,2.0714802422143695e+18,0.029414695250449457,3491543374.105429,224035466.2759167,0.0641651677414195,0.003729620683630837,0.019217864013320138,2.456443085003608e-05,3.870097573431455e-08,7.316814339062928e-09,1.37720529799029e-05,6
16722,3.0,9239,64.15804710252289,1,1,64.8,0,41.36521778914249,77.62936965509665,1.3678939713721822e+20,2.7971363208835886e+18,0.02044848781720767,6.863258566525092e+19,2.060859964729083e+18,0.03002742712886757,3423028760.7454004,225329551.43814456,0.06582753671899523,0.0037330155335193967,0.01921505746085056,2.7605048241595405e-05,1.396156255454416e-08,9.88098349264875e-09,1.3504730298546856e-05,6
17263,3.0,5044,85.422522951749,1,1,64.8,0,44.31949343786349,79.75911053597383,1.3498733938609683e+20,2.8090694030888233e+18,0.020809873102648518,5.790201288102706e+19,1.8868150935494198e+18,0.03258634716942074,3412743853.234807,226971304.33043236,0.06650698502183078,0.0037343790896408996,0.019223471018996238,1.969198034630352e-05,2.3070667724125672e-08,1.1937153780677722e-08,1.345101539674848e-05,6
17924,3.0,4897,85.91484841909303,1,1,64.8,0,41.857500488941945,78.52026535385937,1.1224154302273893e+20,2.4748896261662996e+18,0.022049675721803944,4.670428621710368e+19,1.6254055777699978e+18,0.0348020644232596,2942660520.8644056,202170875.77344206,0.06870343158512027,0.0037696505276731376,0.019222940998718994,2.052673795187541e-05,1.6215018294529637e-08,4.110626137746737e-09,1.158825205690076e-05,6
17934,3.0,15206,48.86342598252226,1,1,64.8,0,31.865335648030065,75.95523565995062,1.542813439061665e+20,3.0474767175113426e+18,0.019752723435989834,7.789824694623032e+19,2.2162393089949985e+18,0.028450438820847527,3652834295.658206,237046831.7690476,0.06489394606560821,0.0037162149144170935,0.019213107550613492,2.868074927300905e-05,2.6287372643211064e-08,1.7908099065813093e-08,1.4384558814609205e-05,6
18711,3.0,5114,85.70064524902912,1,1,64.8,0,44.06382146340563,78.81463204897594,1.2658124117577612e+20,2.773034518684617e+18,0.02190715222039783,5.444102322703439e+19,1.8298033975432806e+18,0.03361074588757242,3191880128.5297446,219358668.3922497,0.06872396818150295,0.0037519810683194006,0.019223911184147808,1.9321413027621467e-05,1.6634523430969956e-08,9.272510496536068e-09,1.2577364391122031e-05,6
19475,3.0,7528,72.79342639037651,1,1,64.8,0,46.23519098297093,76.03664162185699,1.3997010704471848e+20,2.9517943595708524e+18,0.021088748318437704,6.9726363960858984e+19,2.1065856886709627e+18,0.03021218329774801,3454805647.1323543,230337054.95077908,0.06667149428274477,0.003730917874441454,0.019220783700942573,2.1971408453710796e-05,1.152988218503226e-08,1.9244787185521255e-08,1.3628836382323899e-05,6
19500,3.0,14625,50.17101829445287,1,1,64.8,0,31.192010191557934,76.50515881216496,1.3982302262309437e+20,2.793965403111566e+18,0.019982155661467518,6.822488671827645e+19,1.996537401558659e+18,0.029264063270680606,3262054750.7035522,206665347.57391685,0.06335434668266796,0.0037451293644427943,0.019216017667821092,2.6530892052705234e-05,2.080730946398356e-08,7.502873797755411e-11,1.2846473259315431e-05,6
19564,3.0,16519,48.325285622887115,1,1,64.8,0,27.679998430714086,74.95328288196683,1.6344661710614535e+20,3.189760979965553e+18,0.019515613332603033,8.397001138264344e+19,2.3630834469972874e+18,0.028141992695808252,3805407264.4354815,243060343.6271089,0.06387236023295026,0.0037052169168947935,0.019207117026427637,3.4075643564713905e-05,5.256794897149464e-08,2.2335183175345488e-08,1.499251327622252e-05,6
19834,3.0,12715,49.541496522520845,1,1,64.8,0,34.67112812506476,78.06767800249656,1.2373186020177489e+20,2.537437311586864e+18,0.020507550015403917,6.529613754868478e+19,1.9630268664281364e+18,0.030063445406162105,2932923461.7019463,195496777.71479753,0.06665594253228575,0.0037706631292557012,0.01922056568381164,2.2414634648710805e-05,1.1178371780433971e-08,1.0650677690814638e-09,1.1560923107564064e-05,6
20474,3.0,11308,51.17371733773182,1,1,64.8,0,36.76176423603538,76.61936314057616,1.2180242513222484e+20,2.5886203791438157e+18,0.021252617723610114,6.0955792416754745e+19,1.8462754047200492e+18,0.030288760616826445,3015931088.39812,203674283.9249847,0.06753280428339102,0.00376455410427151,0.019218161627229717,2.4760219696749274e-05,1.2359444863807642e-08,5.726291713189832e-09,1.1879513203721896e-05,6
21001,3.0,16549,51.6367790561949,1,1,64.8,0,28.47548148823725,79.65263269001781,1.6369325707593417e+20,3.1757364863254907e+18,0.01940053330878698,8.368131095719836e+19,2.3387399141867873e+18,0.027948174896339936,4102381844.4795485,251433465.63088924,0.061289630064357774,0.003681841675449244,0.019207925231259432,3.319741844112782e-05,6.166304623857696e-08,2.1147582842025938e-08,1.6158269549271734e-05,6
21627,3.0,9809,61.85785524523145,1,1,64.8,0,41.8937381596916,74.00517924792115,1.3774162014312808e+20,2.875948498317187e+18,0.02087929919314709,6.475714031230458e+19,2.0248278680870397e+18,0.031268024781852505,3447134636.587355,225370902.13274708,0.06537919921684958,0.003732555563248123,0.01921821847709792,2.431281603353967e-05,1.9068549773957945e-08,1.0691046522508196e-08,1.3566546323231307e-05,6
21905,3.0,17631,44.755685842987305,1,1,64.8,0,12.154025549729221,73.00787979715903,1.492527237756989e+20,2.946698070315641e+18,0.01974301035031039,7.534030316693406e+19,2.1127456196986097e+18,0.028042701328362427,3522562559.6693687,220295305.2234323,0.06253836560509786,0.003726685269655369,0.019212075372936028,3.0066648886105865e-05,3.573995957652694e-08,3.946001327299734e-09,1.3863385401011966e-05,6
21927,3.0,7294,70.64509402618994,1,1,64.8,0,42.286362067337045,73.15781834818617,1.356648667723952e+20,2.8355143246554967e+18,0.02090087428024115,6.433067334631194e+19,2.0190214815892987e+18,0.03138505127593303,3266485439.0308285,226502365.1603775,0.06934130562895793,0.0037456646878962635,0.019223011634862158,2.019160127721716e-05,2.2358017259333145e-08,1.531569681806125e-08,1.2873883780757382e-05,6
22124,3.0,7898,67.64434875317335,1,1,64.8,0,41.87117155494728,77.17203397901957,1.2813433460776395e+20,2.7256283941967544e+18,0.021271647467013908,5.768882015582227e+19,1.8738124384346793e+18,0.03248137911944389,3236638957.351569,220114759.70750573,0.06800720210314039,0.003748760961831045,0.019223586455806428,1.966359291423621e-05,6.134016149263374e-09,8.749547146296914e-09,1.2750399536609158e-05,6
22223,3.0,11396,53.583772492838854,1,1,64.8,0,37.86727997628815,78.53698224088265,1.3276563440732337e+20,2.775536168892871e+18,0.020905531625582865,6.488093769235408e+19,1.9705596420679035e+18,0.03037193530419837,3380351050.7895336,222618629.34707773,0.0658566598564021,0.0037354245240670573,0.019220279980137603,2.2508819653819364e-05,2.7255594134584677e-08,6.147276818338484e-09,1.3317404781883362e-05,6
22242,3.0,6153,76.62262789834378,1,1,64.8,0,42.184386280233944,74.74727734418188,1.2116110600143947e+20,2.644227014731717e+18,0.02182405808263505,5.5815275368154006e+19,1.8472313276721874e+18,0.0330954441322374,3170041134.3168807,218670702.36296728,0.06898039902251588,0.0037531131130420143,0.01922182626167232,2.1166542816119023e-05,1.397687722919503e-08,6.4961186997777685e-09,1.2481836980545103e-05,6
22623,3.0,15034,42.09584025996596,1,1,64.8,0,27.338204711599708,74.61147990560406,1.3963963185388546e+20,2.754156610047764e+18,0.019723316178100695,7.0184498015518925e+19,2.0494545532457539e+18,0.029200957635866918,3238235444.875427,211241513.41285518,0.06523352517407255,0.00374619153936021,0.01921691337067387,2.580226960866687e-05,1.9666156334920913e-08,8.345088260539938e-10,1.2773297244892858e-05,6
22877,3.0,15064,52.5251654321665,1,1,64.8,0,35.75555481190863,75.42972860461104,1.5631075304618626e+20,3.020450582034207e+18,0.01932337042187835,7.735533540599061e+19,2.2249740631658785e+18,0.028763032976178788,3596278415.7352753,232581112.3406376,0.06467272147868043,0.0037200864989612,0.019213962762692327,2.8201593176926303e-05,1.5590501420657714e-08,1.5081075361297687e-08,1.415467824208337e-05,6
23328,3.0,7501,74.4192186766623,1,1,64.8,0,44.51978324557272,75.75323349561742,1.3212593225309995e+20,2.8075241434993874e+18,0.02124885021148842,6.216273599599831e+19,1.9664277239087163e+18,0.03163354528081428,3402283805.416206,231659408.1835097,0.06808938390581161,0.0037364840893821167,0.01922104074787402,2.1808496585100936e-05,1.9232377818159944e-08,1.1971745119223726e-08,1.3393570816961151e-05,6
23435,3.0,16079,52.018670661022654,1,1,64.8,0,32.135645645219746,74.72274131439194,1.576158799437361e+20,3.1192212760362916e+18,0.01979001910943082,8.139627238549361e+19,2.28711628566286e+18,0.02809853840518707,3759963284.5052514,237906490.5083283,0.06327362064644013,0.0037082107004663576,0.019214291064449798,2.751020255562236e-05,2.391470037768249e-08,1.7631516083192343e-08,1.4800422592116855e-05,6
24039,3.0,4103,89.14551955851925,1,1,64.8,0,41.47556390733943,75.648755545502,1.0966819630836926e+20,2.3645054569564083e+18,0.02156053930446527,4.509819336714349e+19,1.5940073668104236e+18,0.0353452599272357,2686336769.223556,188928824.46370238,0.07032953821285383,0.0037889790915857017,0.01922762772742732,1.610614247512626e-05,8.467152546007603e-09,1.7884654301550453e-09,1.059087006509786e-05,6
24114,3.0,18199,54.14806224292516,1,1,64.8,0,19.877287106110806,82.10052034193602,1.707624894768618e+20,3.2414037001810913e+18,0.018981942170738262,8.48835456447659e+19,2.324309905866969e+18,0.027382337627531596,4116993550.025892,250606224.69025373,0.06087117253042033,0.0036820627259594716,0.019205102591957488,3.5751312783728846e-05,4.078958121439196e-08,2.013002085780826e-08,1.623333827982565e-05,6
24255,3.0,12085,52.34543022307339,1,1,64.8,0,37.09256515007811,79.05265134085612,1.2554015160821932e+20,2.627133216227435e+18,0.020926637275587235,6.086072141521286e+19,1.8475028743475533e+18,0.030356243425759787,3068359653.158087,207952557.85318562,0.06777320176243094,0.003760012408091743,0.01921847207777856,2.4417008051994123e-05,2.965271572751829e-08,5.053184427738561e-09,1.2092532160828494e-05,6
24285,3.0,5680,83.2966665556206,1,1,64.8,0,44.82300770584209,74.37049314948138,1.3399856964824318e+20,2.805571972364466e+18,0.0209373277620001,5.913910395474843e+19,1.941305820423069e+18,0.03282609459061979,3400899181.0499134,230171316.1059142,0.06767954704110239,0.0037365775538374295,0.019220389565886443,2.2556095127999935e-05,6.124665763687004e-09,1.331514641681906e-08,1.3376040535214427e-05,6
24391,3.0,13125,50.12978107347283,1,1,64.8,0,37.151659845748554,77.00862525577266,1.5391494557323677e+20,3.0890993570018427e+18,0.020070171519061274,7.813197223185379e+19,2.259358382520999e+18,0.02891720659266651,3671271523.4947467,239244456.81650388,0.06516664738236604,0.0037158502792636935,0.019212872900640776,2.892699242437105e-05,1.512951365648983e-08,2.0976467108238944e-08,1.4463974446623105e-05,6
25009,3.0,7851,70.90565953078469,1,1,64.8,0,41.117056383268086,73.69036758078812,1.1656955108992043e+20,2.5193381834237153e+18,0.021612317795410625,5.389924749659256e+19,1.7645758497305728e+18,0.032738413460078955,2754585772.6708937,197665880.60232133,0.07175884031763552,0.0037834306222014587,0.019226235513953353,1.7277671652769e-05,6.8228400340597445e-09,4.0895673581382205e-09,1.0857915792849018e-05,6
25037,3.0,5882,81.78431938244925,1,1,64.8,0,46.94374113213076,77.22523259478925,1.3508509978335278e+20,2.8429846226081843e+18,0.021045878688084146,5.649028329716103e+19,1.9100637045582223e+18,0.03381225217991099,3456590364.114947,231515064.99384427,0.06697787142999319,0.003732888757569766,0.019219749788607018,2.2707510374059744e-05,1.2388049202671974e-08,1.9015967194202356e-08,1.36148027655027e-05,6
25080,3.0,15058,49.90983531233546,1,1,64.8,0,31.031926227737877,72.79637039162766,1.515045715031142e+20,2.945273527070449e+18,0.019440162747893775,7.460120854331136e+19,2.136988627290881e+18,0.028645496085364427,3684798300.7866383,227882607.84877756,0.06184398418771761,0.003712792406724904,0.0192125400444724,2.973572907533393e-05,5.3638988559218045e-08,7.854510078727248e-09,1.4503074007022297e-05,6
25318,3.0,12915,46.900441732426536,1,1,64.8,0,32.665471296589516,76.9303461814389,1.2748593164899659e+20,2.6330479777564815e+18,0.020653635610601944,6.352461648106944e+19,1.875891113456314e+18,0.02953014464896984,3097449628.159833,201911472.1507608,0.06518636181041453,0.003757466813407497,0.01922045461272354,2.2671836827055208e-05,2.6726889557900086e-08,4.660757352750189e-10,1.2203973968204927e-05,6
25860,3.0,7871,70.78570846865382,1,1,64.8,0,44.22625487657335,72.17904868038494,1.3868589445951124e+20,2.856707413000636e+18,0.020598399167657527,6.691873196237593e+19,2.0942454033207608e+18,0.03129535396005739,3414422940.0132966,230588992.0207702,0.06753381056532856,0.003734348099899269,0.019218139510320763,2.4319168854820936e-05,1.6514294721618568e-08,1.50279698475353e-08,1.3440808717565358e-05,6
25986,3.0,14547,46.579068957474426,1,1,64.8,0,29.7105406440706,77.2644943575879,1.4095445486856336e+20,2.7876367464787185e+18,0.019776861604538308,7.1072779305189335e+19,2.0948363323976364e+18,0.02947452390179264,3373326766.178619,219577757.30831882,0.06509234726674923,0.0037366098253346727,0.01921420703687317,2.827083308384425e-05,3.89031640436812e-08,4.900058039165815e-09,1.3270614715579029e-05,6
26532,3.0,16544,46.67278074531693,1,1,64.8,0,23.57709748471026,72.94242993185148,1.4448981968606128e+20,2.775649797304231e+18,0.019210002499380197,7.0075538778144555e+19,2.0491264781765842e+18,0.029241679962875636,3379670735.160711,218171377.6474515,0.06455403343813519,0.0037360908327698965,0.019216806330130967,2.588884298743159e-05,3.3407691464074636e-08,2.1983630964943676e-09,1.3322385943010547e-05,6
