163.0,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,11,4,9,15,17,11,14,6,7,9,11,7,2,6,5,4,6,8,1,3,4,5,4,7,1,3,8,4,2,4,3,3,1,0,4,2,2,1,2,2,2,1,4,0,1,1,1,0,2,0,2,1,1,0,1,1,0,1,0,3,1,2,2,2,4,1,5,6,9,5,4,4,9,5,2,8,3,5,4,7,6,2,4,3,6,4,4,4,3,5,5,4,4,5,4,0,6,3,3,6,2,2,0,3,2,1,0,1,3,1,3,4,0,3,1,3,2,2,2,1,2,2,2,1,1,3,0,1,0,1,1,1,3,1,0,0,0,0,0,0,0,0
164.0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5,9,3,9,11,17,14,9,10,12,9,4,10,9,5,3,3,1,3,2,4,4,4,8,2,1,1,3,3,3,1,3,4,0,2,2,1,1,0,2,1,0,2,1,3,2,4,3,0,2,1,1,1,0,1,3,1,1,2,0,2,2,5,5,5,3,7,5,10,7,5,7,5,4,4,5,4,3,11,7,6,6,9,6,2,2,2,4,1,0,5,6,3,1,1,5,5,3,4,3,2,4,3,2,3,6,4,3,3,1,1,5,1,2,1,0,0,2,1,0,2,2,0,1,0,3,2,4,1,2,4,4,2,2,0,1,2,1,0,0,0,0
165.0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,6,5,10,13,11,9,14,5,9,10,6,3,5,7,4,4,6,4,1,5,4,3,4,5,2,4,3,2,3,3,2,3,2,1,3,1,5,2,1,3,2,0,0,1,2,1,1,1,1,2,3,1,0,3,0,0,2,1,2,1,2,4,4,10,4,7,9,5,7,2,4,9,7,5,6,9,11,7,5,1,4,4,6,6,5,3,6,1,4,6,5,3,4,3,0,1,6,4,1,0,2,4,1,2,2,1,1,3,5,0,3,1,4,1,1,1,0,1,2,4,2,3,1,3,2,3,1,1,3,2,0,1,4,0,0,1,1,1,0,0,0
166.0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,5,12,10,17,13,9,9,12,11,15,13,6,8,5,7,4,5,11,8,5,4,6,3,6,0,2,3,1,1,2,0,2,0,2,3,5,2,2,1,2,2,0,3,4,2,1,1,0,0,1,1,0,0,0,1,0,0,1,0,2,1,4,3,2,3,7,3,3,9,3,2,6,8,6,4,5,6,10,6,10,3,1,3,8,1,5,5,3,9,2,6,8,4,2,6,3,4,7,2,6,1,3,2,3,5,2,3,3,6,2,4,3,3,3,0,5,4,2,4,5,3,0,3,1,2,4,3,3,1,2,1,2,1,2,4,0,2,0,0,0,0,0
167.0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,11,14,16,17,10,11,6,13,3,13,12,8,10,10,10,5,9,5,1,6,2,8,3,3,6,4,2,2,0,0,2,0,4,1,1,3,2,1,0,1,0,0,1,0,1,3,0,1,1,2,3,1,3,1,1,2,0,1,0,0,4,4,0,4,6,6,4,0,6,4,3,6,3,2,3,5,6,2,14,3,7,3,3,4,6,2,10,3,7,9,2,4,5,3,2,4,4,4,4,2,2,1,5,1,4,3,1,4,1,0,1,2,1,3,2,3,1,2,3,3,1,1,2,1,0,0,2,1,5,3,1,0,1,1,1,1,0,0,0,0,0
168.0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,11,16,13,6,9,17,13,8,5,5,3,5,3,6,4,7,4,0,4,1,9,5,5,1,5,2,2,0,3,1,1,3,1,1,2,0,1,2,3,2,0,2,1,2,2,2,3,2,3,1,3,1,3,0,0,1,1,1,0,2,6,4,2,5,6,8,8,3,6,3,1,10,7,8,11,4,4,5,4,10,4,3,4,7,3,6,5,7,3,5,3,4,4,5,2,0,2,3,4,4,1,3,1,3,2,5,6,3,2,2,3,4,1,1,2,2,2,2,0,3,2,3,4,3,2,0,2,2,1,0,2,1,3,1,2,0,0,0,0,0
169.0,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,15,9,5,15,9,11,13,9,7,7,6,7,4,3,4,3,6,1,4,2,1,3,4,2,6,2,2,2,2,1,3,4,1,1,4,1,3,2,2,2,2,0,3,3,0,2,1,0,2,1,0,2,2,2,1,0,2,3,2,4,1,3,1,4,5,6,5,8,4,6,4,1,3,7,6,6,5,6,6,3,9,0,5,6,4,5,1,2,5,5,3,3,3,4,4,2,0,4,3,3,5,4,4,2,2,3,4,3,4,3,1,4,1,3,1,2,2,1,1,2,0,3,5,2,4,2,1,0,4,0,3,4,1,2,1,0,1,0,1,0,0
170.0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,8,8,9,4,6,16,6,12,6,14,9,4,3,4,4,6,2,4,3,4,5,2,1,3,2,8,4,6,1,3,6,2,2,1,0,1,2,0,0,3,0,4,1,4,1,1,0,1,3,2,0,1,1,0,0,0,0,2,0,3,4,2,2,4,5,8,5,7,6,5,4,6,8,5,9,8,7,6,4,2,8,2,6,8,6,3,5,2,6,3,1,6,3,2,2,5,3,1,2,3,3,1,3,1,1,4,1,3,4,1,6,3,0,4,2,7,1,0,4,1,2,2,2,8,6,1,3,1,1,2,1,1,2,2,0,2,0,0,0,0,0
171.0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,14,7,14,18,9,8,9,13,7,11,9,11,5,9,9,9,6,1,7,4,2,1,6,6,2,1,5,5,1,3,2,3,3,1,2,3,1,2,1,4,1,2,5,3,1,0,1,1,0,0,0,1,1,0,1,2,0,1,4,1,2,3,3,5,5,4,6,4,5,10,8,2,7,5,4,2,4,4,3,5,3,8,5,3,2,5,9,0,4,6,3,4,2,2,4,4,4,4,2,5,5,2,6,5,1,4,2,0,4,1,2,2,4,1,1,2,0,2,3,2,1,2,2,3,3,3,4,3,2,2,5,3,0,0,0,0,1,1,0,0,0,0
172.0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,16,9,8,14,8,10,11,6,7,8,5,7,5,3,6,5,2,5,4,2,7,6,2,5,4,3,6,4,2,1,2,1,2,1,2,1,1,0,4,1,1,2,1,0,1,1,1,0,0,1,2,0,0,2,0,1,0,1,1,0,6,3,4,7,8,3,8,6,4,3,9,3,6,8,7,5,8,4,3,8,4,4,1,2,6,2,5,0,5,3,3,3,4,3,4,2,6,5,3,2,4,4,1,6,4,3,4,2,2,3,4,2,2,2,1,3,0,7,0,2,3,2,1,2,2,5,5,0,3,1,3,0,3,3,0,0,0,0,0,0,0
173.0,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,8,10,10,12,10,14,9,9,5,10,8,9,9,4,7,6,3,3,7,2,2,4,8,3,1,1,1,2,1,3,2,2,4,4,1,2,2,0,0,1,3,2,2,3,0,2,2,2,4,2,2,3,1,2,2,1,1,1,0,2,3,4,3,3,5,4,4,4,5,1,6,4,9,5,9,4,7,2,5,2,9,4,6,6,5,4,3,6,6,6,5,5,2,4,3,4,3,2,2,2,2,5,5,5,4,1,4,3,1,2,0,4,3,2,1,1,3,1,2,2,3,2,1,1,2,2,4,2,4,2,5,4,2,2,3,2,1,1,0,0,0,0
174.0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,12,8,11,12,10,12,9,9,10,9,7,5,4,5,8,3,3,10,3,3,4,2,3,3,4,1,2,6,1,5,5,1,2,3,0,3,0,2,1,2,1,1,2,2,2,2,2,2,1,4,0,2,5,3,1,2,0,0,2,2,0,1,0,4,3,6,2,5,7,2,8,6,5,3,9,7,5,6,6,3,7,8,5,3,6,5,3,5,7,1,1,5,2,2,3,3,2,3,2,6,5,5,3,3,4,4,1,5,3,0,3,3,1,1,2,3,4,2,5,3,4,2,4,4,4,1,2,1,3,3,2,1,4,3,2,0,0,0,1,0,0,0
175.0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,6,12,8,12,6,3,11,13,9,11,2,10,7,6,6,9,6,2,0,4,3,2,4,1,3,2,4,3,4,1,2,0,4,3,2,2,2,2,0,0,1,0,1,0,2,3,2,2,0,0,1,2,1,1,1,1,1,1,1,2,2,1,2,2,9,4,5,5,7,6,4,7,4,8,6,7,9,8,4,5,0,4,6,4,2,4,5,3,5,4,6,2,4,4,3,5,5,5,5,3,2,3,5,3,2,2,5,5,2,0,4,3,1,2,2,0,4,3,3,4,5,1,0,3,2,2,3,4,5,4,1,2,8,3,2,1,0,0,0,0,0,0
176.0,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,11,10,4,15,8,11,9,11,7,7,4,7,2,6,7,5,7,3,2,6,5,3,6,3,5,1,4,3,3,1,2,2,1,1,2,2,0,1,1,5,1,1,1,0,1,1,0,2,5,2,1,0,3,2,0,1,0,2,0,0,0,1,1,6,3,7,1,1,7,3,3,5,4,8,5,4,5,6,3,8,7,4,3,4,6,7,6,3,4,1,4,2,4,0,3,1,5,1,6,1,5,3,4,3,2,4,4,1,2,2,2,3,0,2,1,2,0,0,4,0,1,3,6,3,8,3,3,4,0,1,2,2,4,2,1,1,0,0,0,0,0
177.0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,8,8,18,2,5,9,4,11,11,11,5,4,5,5,2,6,2,4,6,8,2,3,2,1,1,3,1,3,0,3,3,2,1,2,4,0,2,2,1,1,1,1,1,0,1,1,0,1,0,2,0,0,2,2,1,2,1,0,1,2,5,4,4,6,5,5,6,5,1,7,3,6,5,5,3,6,7,4,7,2,6,3,5,7,4,5,5,6,7,7,6,6,2,6,5,1,3,2,3,2,2,5,2,1,2,2,0,6,3,3,3,0,2,4,4,3,1,2,4,4,4,2,1,1,2,1,0,3,4,4,1,2,2,1,0,0,0,0,0,0
178.0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,8,6,9,6,12,8,13,8,8,7,10,5,3,7,13,1,4,4,5,0,2,1,7,6,5,2,1,5,1,5,1,2,1,3,3,1,0,2,4,2,3,1,2,1,1,1,1,0,1,2,0,2,1,1,1,2,0,2,4,1,1,2,3,4,6,2,5,6,9,5,3,6,7,7,7,4,8,8,6,4,3,3,7,2,4,7,4,1,3,4,1,6,3,0,5,5,4,6,4,3,6,5,5,3,3,7,2,6,1,0,2,6,3,3,2,1,2,2,1,2,4,3,0,4,4,0,3,1,1,2,3,1,3,0,2,2,2,0,0,0,0
179.0,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,10,16,12,13,13,11,9,7,7,6,6,7,7,7,4,2,3,6,6,5,3,9,5,7,4,1,2,6,3,4,3,3,1,2,1,1,0,2,1,4,1,3,1,1,2,1,1,1,2,2,4,2,1,0,3,0,2,0,0,3,3,2,2,4,2,5,7,4,4,3,9,4,8,6,5,6,3,2,4,2,5,5,7,3,4,5,4,2,5,3,4,3,1,4,2,9,3,2,5,1,5,6,6,4,1,1,7,3,2,3,4,3,1,0,4,0,3,1,3,2,4,0,3,3,1,1,2,3,2,1,5,4,2,1,1,0,1,0,0,0,0
180.0,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,9,10,11,10,14,3,8,11,6,7,6,5,4,3,4,4,2,6,2,3,2,2,3,2,2,0,3,7,0,4,3,3,2,1,1,1,5,2,0,2,1,3,1,1,5,2,1,2,0,2,1,0,2,1,0,1,1,1,0,2,3,2,3,2,5,3,6,3,6,3,5,2,7,8,5,2,5,4,4,6,5,5,6,7,4,6,2,11,2,5,5,3,3,5,0,6,1,3,2,2,5,2,2,3,5,5,2,5,3,2,4,3,4,4,4,2,0,4,3,2,3,2,2,6,3,1,1,0,1,2,0,2,1,5,2,1,0,0,1,0,0,0
181.0,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,15,13,19,13,11,15,13,8,4,5,11,6,4,10,8,6,4,7,8,3,2,3,6,6,5,3,3,2,5,1,0,1,1,1,4,0,2,1,0,0,1,2,1,2,0,1,1,0,1,1,1,2,0,2,0,2,1,0,4,0,1,0,1,3,4,10,6,6,3,9,7,4,2,3,4,3,5,3,3,10,5,6,3,4,6,5,1,6,5,9,3,3,3,2,1,2,2,2,2,4,2,7,1,3,6,0,2,4,1,2,2,3,4,0,2,4,1,5,3,4,0,3,3,0,0,0,1,5,2,1,4,5,0,2,0,0,1,0,0,0,0
182.0,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,11,10,12,10,9,6,9,11,6,4,7,6,4,4,6,4,2,4,4,4,3,0,2,3,3,4,4,3,1,3,1,5,2,3,3,1,1,4,0,4,3,0,1,1,0,2,0,1,2,2,1,2,1,3,2,2,1,3,0,6,0,4,2,3,3,4,5,3,5,2,6,4,5,5,1,3,3,6,5,4,5,5,4,0,4,2,4,6,7,4,5,2,2,0,2,1,6,4,0,1,4,3,5,2,2,2,2,1,5,3,0,0,4,1,2,2,0,4,1,2,1,2,1,3,2,2,1,4,3,3,3,2,2,1,0,1,0,1,0,0,0
183.0,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,4,13,18,10,17,7,6,6,5,10,3,1,3,3,6,4,6,8,1,2,2,3,4,2,0,4,5,2,2,2,3,3,4,0,2,5,1,3,1,0,2,0,1,3,5,0,1,0,0,2,0,0,0,2,0,0,2,1,2,5,4,8,4,4,4,2,2,3,5,6,4,6,5,4,2,4,4,1,2,0,4,5,2,5,3,4,4,6,4,4,1,0,4,4,2,4,4,3,3,3,3,2,1,6,1,2,3,4,4,1,0,4,4,1,1,1,3,2,1,3,4,2,0,1,3,2,4,4,2,1,1,2,1,1,0,0,1,0,0,0
184.0,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,11,4,7,10,5,14,9,15,10,4,10,7,6,7,3,7,2,7,6,7,0,7,3,2,4,4,3,1,2,3,5,2,0,1,1,0,1,5,1,6,3,0,1,0,0,3,1,3,0,1,2,0,0,1,1,0,1,0,1,1,0,5,1,3,2,4,4,5,1,5,9,2,3,8,2,7,6,6,10,4,6,4,4,3,9,6,3,5,2,6,7,6,3,2,3,6,3,4,3,4,2,6,3,3,4,5,0,2,2,1,2,1,3,3,3,5,5,1,1,2,3,2,3,3,1,6,4,4,6,1,1,2,2,3,1,1,0,0,0,0,0
185.0,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,8,4,10,15,9,15,15,7,2,7,9,7,9,10,4,4,6,3,5,3,0,3,0,1,1,3,3,3,4,2,2,2,4,3,2,3,3,0,0,5,1,0,1,0,1,3,0,1,0,1,1,2,2,0,0,1,0,0,3,2,0,4,1,1,8,4,4,4,5,6,8,6,3,2,5,7,3,5,9,4,3,4,3,1,3,4,7,5,2,7,3,2,6,1,2,3,3,2,5,0,5,6,2,2,5,3,3,3,2,4,3,0,3,0,3,2,3,1,6,2,2,1,2,3,1,4,3,0,1,5,2,0,2,0,1,0,0,0,0,0
186.0,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,7,12,9,11,13,10,10,7,12,6,7,6,7,4,4,5,5,5,5,2,3,5,2,3,2,0,7,4,3,1,1,4,1,1,3,4,2,2,1,1,2,2,1,0,1,1,2,1,0,1,0,2,0,2,4,0,0,2,0,2,2,2,2,2,4,0,4,6,3,7,5,5,6,5,3,2,2,7,4,4,1,5,6,3,5,8,6,2,6,1,2,1,1,1,2,6,3,3,3,9,5,2,0,5,7,5,2,2,0,1,0,1,1,1,2,1,2,3,0,0,2,2,4,5,3,0,1,4,1,4,1,1,2,1,0,2,0,0,0,0
187.0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,9,7,6,14,11,9,11,13,5,15,8,4,6,8,7,6,1,5,6,4,3,5,4,2,2,4,3,2,3,3,2,3,2,1,3,2,1,3,2,1,3,2,0,0,2,0,1,1,1,3,0,3,2,0,1,0,0,0,1,1,2,1,2,2,0,1,3,7,2,1,6,7,3,2,2,4,4,2,1,4,3,5,6,9,4,7,3,4,3,5,2,4,3,0,4,3,3,1,4,0,2,3,2,2,4,4,3,2,1,1,3,5,1,1,4,2,2,5,4,3,4,2,0,3,1,1,0,4,1,5,2,3,4,1,4,1,2,0,0,0,0
188.0,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,9,9,10,16,10,9,7,14,14,5,8,11,8,5,4,5,4,2,3,2,6,10,1,3,2,5,5,4,0,2,1,4,3,3,4,1,4,0,5,0,2,1,3,2,2,2,1,3,0,1,1,1,0,0,0,0,0,1,0,3,3,2,5,4,4,3,0,1,7,5,2,5,2,2,5,7,5,4,2,4,1,4,9,5,6,3,0,3,2,1,4,5,6,5,2,2,3,2,2,2,2,1,2,0,3,5,1,4,1,3,2,0,0,2,5,2,5,1,3,1,2,2,3,0,3,2,3,2,2,1,0,3,1,1,0,0,0,0,0
189.0,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,9,17,7,9,9,14,11,6,9,3,6,4,6,5,3,6,1,1,0,2,1,1,4,7,1,0,3,1,1,3,2,1,2,4,0,2,0,1,0,1,1,3,0,0,3,0,1,2,1,0,2,0,3,2,0,0,3,0,1,3,1,4,4,5,3,0,10,4,3,2,6,7,4,4,1,7,7,4,2,5,7,3,4,4,9,4,3,1,1,4,3,5,3,2,2,0,2,5,4,4,2,2,3,5,1,2,1,1,2,4,1,3,2,1,0,0,0,3,1,0,2,1,1,1,0,3,1,0,0,0,1,0,1,0,0,0,0,0
190.0,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,12,6,9,20,13,8,13,13,4,14,2,3,7,7,4,2,2,5,3,7,1,7,3,4,4,3,4,2,1,1,1,1,2,0,1,1,4,2,1,1,0,2,1,1,2,1,0,2,1,0,1,1,0,1,0,0,2,1,2,2,2,1,3,0,6,2,7,1,5,4,4,6,5,3,6,6,6,8,3,7,5,3,8,10,6,2,3,6,4,2,3,3,4,3,8,3,6,4,3,1,3,3,2,2,1,3,2,1,1,1,3,1,0,1,1,4,4,4,2,4,1,1,3,5,3,1,1,3,2,1,1,3,0,1,1,0,1,0,0,0
191.0,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,5,10,12,5,5,16,7,10,8,7,13,4,7,11,3,5,5,4,3,2,1,4,4,4,4,6,6,5,3,4,3,5,3,2,1,1,2,1,1,1,0,1,0,0,0,1,0,0,0,3,2,2,0,0,1,0,0,5,0,0,0,0,4,2,6,4,3,3,3,7,1,4,3,3,3,9,6,3,3,11,2,2,6,4,4,3,6,3,3,5,5,1,2,3,4,3,1,0,1,8,3,5,3,2,2,5,1,2,4,5,2,1,3,1,3,1,6,1,2,3,4,3,0,0,1,2,1,5,2,0,3,1,1,2,0,0,0,0,0,0
192.0,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,8,7,14,9,14,13,13,8,13,7,8,5,4,10,4,5,7,4,4,5,5,5,5,1,3,3,3,4,1,0,1,1,2,1,1,3,3,2,4,1,0,1,2,0,2,0,0,3,1,1,3,0,1,1,1,0,0,0,1,1,3,4,3,3,1,5,6,3,2,6,5,4,6,6,2,9,1,2,2,2,4,1,5,8,2,3,3,6,3,3,6,8,3,3,7,3,1,3,2,0,6,2,2,1,4,4,4,2,4,1,3,2,4,3,0,2,1,5,2,1,2,2,4,4,0,2,1,1,2,1,1,0,1,1,2,0,0,0,0,0
193.0,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,12,12,10,4,9,10,12,12,13,10,5,3,6,11,8,5,4,7,5,5,1,2,4,1,0,1,4,2,1,2,1,2,2,1,1,2,3,2,2,3,2,2,2,1,3,2,0,1,1,0,2,2,2,1,0,2,2,0,0,3,0,4,5,2,4,3,3,3,7,5,4,4,2,4,4,5,2,3,4,6,7,2,2,6,5,2,3,2,4,4,4,2,5,2,7,5,6,2,2,4,1,2,1,5,1,0,4,4,1,5,2,4,1,1,0,1,6,3,7,1,1,2,4,6,3,1,4,0,5,1,0,2,0,0,1,2,0,0,0,0,0
194.0,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,11,8,25,11,6,4,10,5,10,18,10,11,6,4,5,5,5,4,4,2,0,5,6,3,1,2,4,3,2,4,2,1,0,1,2,0,2,2,1,0,4,1,1,0,3,2,1,1,1,0,1,1,1,0,3,0,4,3,0,2,2,4,5,3,2,3,10,7,6,1,3,7,5,2,2,5,2,6,4,6,4,6,5,7,2,3,4,2,3,1,3,4,2,3,1,3,5,3,0,2,4,1,2,3,0,4,1,1,3,2,3,3,4,6,1,1,2,2,1,0,2,4,0,3,4,1,2,0,1,4,2,5,4,2,0,0,1,0,0,0
195.0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,7,9,13,11,7,6,9,15,4,6,10,10,6,8,7,3,2,7,8,8,3,4,4,0,2,4,2,6,1,4,2,2,1,1,1,3,1,1,1,1,3,0,1,0,1,2,1,0,1,2,1,1,3,0,1,0,2,1,2,2,1,1,4,2,3,3,3,9,4,5,5,7,4,3,5,7,1,6,6,3,5,3,4,4,4,2,4,5,4,5,3,4,4,7,6,2,5,1,5,2,5,6,6,0,4,2,3,0,2,5,1,1,5,3,1,1,1,2,4,3,2,2,3,1,0,0,1,2,3,3,0,0,3,1,2,1,0,0,0,0,0
